EVT_NAME,EVT_FUEL_N,EVT_LF,EVT_PHYS,EVT_GP_N,SAF_SRM,EVT_ORDER,EVT_CLASS,EVT_SBCLS,COUNT
Western Cool Temperate Urban Deciduous Forest,Dtd Urban Deciduous Forest,Tree,Developed,Developed-Upland Deciduous Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Deciduous open tree canopy,3937850
Western Cool Temperate Urban Evergreen Forest,Dtc Urban Evergreen Forest,Tree,Developed,Developed-Upland Evergreen Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Evergreen open tree canopy,5088037
Western Cool Temperate Urban Mixed Forest,Dtm Urban Mixed Deciduous-Evergreen Forest,Tree,Developed,Developed-Upland Mixed Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,1530572
Western Cool Temperate Urban Herbaceous,Dgr Urban Herbaceous,Herb,Developed,Developed-Upland Herbaceous,LF 20: Developed,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,12790147
Western Cool Temperate Urban Shrubland,Dsh Urban Shrubland,Shrub,Developed,Developed-Upland Shrubland,LF 20: Developed,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,7774519
Eastern Cool Temperate Urban Deciduous Forest,Dtd Urban Deciduous Forest,Tree,Developed,Developed-Upland Deciduous Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Deciduous open tree canopy,16476075
Eastern Cool Temperate Urban Evergreen Forest,Dtc Urban Evergreen Forest,Tree,Developed,Developed-Upland Evergreen Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Evergreen open tree canopy,10580229
Eastern Cool Temperate Urban Mixed Forest,Dtm Urban Mixed Deciduous-Evergreen Forest,Tree,Developed,Developed-Upland Mixed Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,16193978
Eastern Cool Temperate Urban Herbaceous,Dgr Urban Herbaceous,Herb,Developed,Developed-Upland Herbaceous,LF 20: Developed,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,41965596
Eastern Cool Temperate Urban Shrubland,Dsh Urban Shrubland,Shrub,Developed,Developed-Upland Shrubland,LF 20: Developed,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,13612195
Western Warm Temperate Urban Deciduous Forest,Dtd Urban Deciduous Forest,Tree,Developed,Developed-Upland Deciduous Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Deciduous open tree canopy,1776046
Western Warm Temperate Urban Evergreen Forest,Dtc Urban Evergreen Forest,Tree,Developed,Developed-Upland Evergreen Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Evergreen open tree canopy,1561845
Western Warm Temperate Urban Mixed Forest,Dtm Urban Mixed Deciduous-Evergreen Forest,Tree,Developed,Developed-Upland Mixed Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,856127
Western Warm Temperate Urban Herbaceous,Dgr Urban Herbaceous,Herb,Developed,Developed-Upland Herbaceous,LF 20: Developed,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,7871073
Western Warm Temperate Urban Shrubland,Dsh Urban Shrubland,Shrub,Developed,Developed-Upland Shrubland,LF 20: Developed,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,6510969
Eastern Warm Temperate Urban Deciduous Forest,Dtd Urban Deciduous Forest,Tree,Developed,Developed-Upland Deciduous Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Deciduous open tree canopy,1436229
Eastern Warm Temperate Urban Evergreen Forest,Dtc Urban Evergreen Forest,Tree,Developed,Developed-Upland Evergreen Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Evergreen open tree canopy,4001529
Eastern Warm Temperate Urban Mixed Forest,Dtm Urban Mixed Deciduous-Evergreen Forest,Tree,Developed,Developed-Upland Mixed Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,2960425
Eastern Warm Temperate Urban Herbaceous,Dgr Urban Herbaceous,Herb,Developed,Developed-Upland Herbaceous,LF 20: Developed,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,9227235
Eastern Warm Temperate Urban Shrubland,Dsh Urban Shrubland,Shrub,Developed,Developed-Upland Shrubland,LF 20: Developed,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,5185885
Western Cool Temperate Developed Ruderal Deciduous Forest,Dtd Developed Ruderal Deciduous Forest,Tree,Developed,Developed-Upland Deciduous Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Deciduous open tree canopy,993249
Western Cool Temperate Developed Ruderal Evergreen Forest,Dtc Developed Ruderal Evergreen Forest,Tree,Developed,Developed-Upland Evergreen Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Evergreen open tree canopy,3022555
Western Cool Temperate Developed Ruderal Mixed Forest,Dtm Developed Ruderal Deciduous-Evergreen Forest,Tree,Developed,Developed-Upland Mixed Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,522651
Western Cool Temperate Developed Ruderal Shrubland,Dsh Developed Ruderal Shrubland,Shrub,Developed,Developed-Upland Shrubland,LF 20: Developed,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,2376089
Western Cool Temperate Developed Ruderal Grassland,Dgr Developed Ruderal Grassland,Herb,Developed,Developed-Upland Herbaceous,LF 20: Developed,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,5909506
Western Warm Temperate Developed Ruderal Deciduous Forest,Dtd Developed Ruderal Deciduous Forest,Tree,Developed,Developed-Upland Deciduous Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Deciduous open tree canopy,911385
Western Warm Temperate Developed Ruderal Evergreen Forest,Dtc Developed Ruderal Evergreen Forest,Tree,Developed,Developed-Upland Evergreen Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Evergreen open tree canopy,643441
Western Warm Temperate Developed Ruderal Mixed Forest,Dtm Developed Ruderal Deciduous-Evergreen Forest,Tree,Developed,Developed-Upland Mixed Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,724055
Western Warm Temperate Developed Ruderal Shrubland,Dsh Developed Ruderal Shrubland,Shrub,Developed,Developed-Upland Shrubland,LF 20: Developed,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,7094450
Western Warm Temperate Developed Ruderal Grassland,Dgr Developed Ruderal Grassland,Herb,Developed,Developed-Upland Herbaceous,LF 20: Developed,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,7111504
Eastern Cool Temperate Developed Ruderal Deciduous Forest,Dtd Developed Ruderal Deciduous Forest,Tree,Developed,Developed-Upland Deciduous Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Deciduous open tree canopy,14656541
Eastern Cool Temperate Developed Ruderal Evergreen Forest,Dtc Developed Ruderal Evergreen Forest,Tree,Developed,Developed-Upland Evergreen Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Evergreen open tree canopy,3958076
Eastern Cool Temperate Developed Ruderal Mixed Forest,Dtm Developed Ruderal Deciduous-Evergreen Forest,Tree,Developed,Developed-Upland Mixed Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,35083589
Eastern Cool Temperate Developed Ruderal Shrubland,Dsh Developed Ruderal Shrubland,Shrub,Developed,Developed-Upland Shrubland,LF 20: Developed,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,2754705
Eastern Cool Temperate Developed Ruderal Grassland,Dgr Developed Ruderal Grassland,Herb,Developed,Developed-Upland Herbaceous,LF 20: Developed,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,27711656
Eastern Warm Temperate Developed Ruderal Deciduous Forest,Dtd Developed Ruderal Deciduous Forest,Tree,Developed,Developed-Upland Deciduous Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Deciduous open tree canopy,9415234
Eastern Warm Temperate Developed Ruderal Evergreen Forest,Dtc Developed Ruderal Evergreen Forest,Tree,Developed,Developed-Upland Evergreen Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Evergreen open tree canopy,4918825
Eastern Warm Temperate Developed Ruderal Mixed Forest,Dtm Developed Ruderal Deciduous-Evergreen Forest,Tree,Developed,Developed-Upland Mixed Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,39964663
Eastern Warm Temperate Developed Ruderal Shrubland,Dsh Developed Ruderal Shrubland,Shrub,Developed,Developed-Upland Shrubland,LF 20: Developed,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,1766574
Eastern Warm Temperate Developed Ruderal Grassland,Dgr Developed Ruderal Grassland,Herb,Developed,Developed-Upland Herbaceous,LF 20: Developed,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,12414228
Western Cool Temperate Developed Ruderal Deciduous Forested Wetland,Dtd Developed Ruderal Deciduous Forested Wetland,Tree,Developed,Developed-Wetland Mixed Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Deciduous open tree canopy,71717
Western Cool Temperate Developed Ruderal Evergreen Forested Wetland,Dtc Developed Ruderal Evergreen Forested Wetland,Tree,Developed,Developed-Wetland Mixed Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Evergreen open tree canopy,128
Western Cool Temperate Developed Ruderal Mixed Forested Wetland,Dtm Developed Ruderal Deciduous-Evergreen Forested Wetland,Tree,Developed,Developed-Wetland Mixed Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,794676
Western Cool Temperate Developed Ruderal Shrub Wetland,Dsh Developed Ruderal Shrub Wetland,Shrub,Developed,Developed-Wetland Shrubland,LF 20: Developed,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,280602
Western Cool Temperate Developed Ruderal Herbaceous Wetland,Dgr Developed Ruderal Herbaceous Wetland,Herb,Developed,Developed-Wetland Herbaceous,LF 20: Developed,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,462367
Western Warm Temperate Developed Ruderal Deciduous Forested Wetland,Dtd Developed Ruderal Deciduous Forested Wetland,Tree,Developed,Developed-Wetland Mixed Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Deciduous open tree canopy,117017
Western Warm Temperate Developed Ruderal Evergreen Forested Wetland,Dtc Developed Ruderal Evergreen Forested Wetland,Tree,Developed,Developed-Wetland Mixed Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Evergreen open tree canopy,2
Western Warm Temperate Developed Ruderal Mixed Forested Wetland,Dtm Developed Ruderal Deciduous-Evergreen Forested Wetland,Tree,Developed,Developed-Wetland Mixed Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,216839
Western Warm Temperate Developed Ruderal Shrub Wetland,Dsh Developed Ruderal Shrub Wetland,Shrub,Developed,Developed-Wetland Shrubland,LF 20: Developed,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,92437
Western Warm Temperate Developed Ruderal Herbaceous Wetland,Dgr Developed Ruderal Herbaceous Wetland,Herb,Developed,Developed-Wetland Herbaceous,LF 20: Developed,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,395988
Eastern Cool Temperate Developed Ruderal Deciduous Forested Wetland,Dtd Developed Ruderal Deciduous Forested Wetland,Tree,Developed,Developed-Wetland Mixed Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Deciduous open tree canopy,116917
Eastern Cool Temperate Developed Ruderal Evergreen Forested Wetland,Dtc Developed Ruderal Evergreen Forested Wetland,Tree,Developed,Developed-Wetland Mixed Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Evergreen open tree canopy,118358
Eastern Cool Temperate Developed Ruderal Mixed Forested Wetland,Dtm Developed Ruderal Deciduous-Evergreen Forested Wetland,Tree,Developed,Developed-Wetland Mixed Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,4907285
Eastern Cool Temperate Developed Ruderal Shrub Wetland,Dsh Developed Ruderal Shrub Wetland,Shrub,Developed,Developed-Wetland Shrubland,LF 20: Developed,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,123380
Eastern Cool Temperate Developed Ruderal Herbaceous Wetland,Dgr Developed Ruderal Herbaceous Wetland,Herb,Developed,Developed-Wetland Herbaceous,LF 20: Developed,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,1546319
Eastern Warm Temperate Developed Ruderal Deciduous Forested Wetland,Dtd Developed Ruderal Deciduous Forested Wetland,Tree,Developed,Developed-Wetland Mixed Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Deciduous open tree canopy,154603
Eastern Warm Temperate Developed Ruderal Evergreen Forested Wetland,Dtc Developed Ruderal Evergreen Forested Wetland,Tree,Developed,Developed-Wetland Mixed Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Evergreen open tree canopy,718939
Eastern Warm Temperate Developed Ruderal Mixed Forested Wetland,Dtm Developed Ruderal Deciduous-Evergreen Forested Wetland,Tree,Developed,Developed-Wetland Mixed Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,3359594
Eastern Warm Temperate Developed Ruderal Shrub Wetland,Dsh Developed Ruderal Shrub Wetland,Shrub,Developed,Developed-Wetland Shrubland,LF 20: Developed,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,22737
Eastern Warm Temperate Developed Ruderal Herbaceous Wetland,Dgr Developed Ruderal Herbaceous Wetland,Herb,Developed,Developed-Wetland Herbaceous,LF 20: Developed,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,488766
Western Cool Temperate Orchard,Dab Orchard,Tree,Agricultural,Agricultural-Orchard,LF 80: Agriculture,Tree-dominated,Open tree canopy,Deciduous open tree canopy,2561633
Western Cool Temperate Vineyard,Da Vineyard,Agriculture,Agricultural,Agricultural-Vineyard,LF 80: Agriculture,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,1312920
Western Cool Temperate Bush fruit and berries,Dab Bush Fruit and Berries,Shrub,Agricultural,Agricultural-Bush fruit and berries,LF 80: Agriculture,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,204728
Western Cool Temperate Row Crop - Close Grown Crop,Da Row Crop - Close Grown Crop,Agriculture,Agricultural,Agricultural-Row Crop-Close Grown Crop,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,1067120
Western Cool Temperate Row Crop,Da Row Crop,Agriculture,Agricultural,Agricultural-Row Crop,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,344655507
Western Cool Temperate Close Grown Crop,Da Close Grown Crop,Agriculture,Agricultural,Agricultural-Close Grown Crop,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,82770711
Western Cool Temperate Fallow/Idle Cropland,Dab Fallow/Idle Cropland,Herb,Agricultural,Agricultural-Fallow/Idle Cropland,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,68358483
Western Cool Temperate Pasture and Hayland,Dab Pasture and Hayland,Herb,Agricultural,Agricultural-Pasture and Hayland,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,81428396
Western Cool Temperate Wheat,Da Wheat,Agriculture,Agricultural,Agricultural-Wheat,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,182879642
Eastern Cool Temperate Orchard,Dab Orchard,Tree,Agricultural,Agricultural-Orchard,LF 80: Agriculture,Tree-dominated,Open tree canopy,Deciduous open tree canopy,1819583
Eastern Cool Temperate Vineyard,Da Vineyard,Agriculture,Agricultural,Agricultural-Vineyard,LF 80: Agriculture,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,369784
Eastern Cool Temperate Bush fruit and berries,Dab Bush Fruit and Berries,Shrub,Agricultural,Agricultural-Bush fruit and berries,LF 80: Agriculture,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,576959
Eastern Cool Temperate Row Crop - Close Grown Crop,Da Row Crop - Close Grown Crop,Agriculture,Agricultural,Agricultural-Row Crop-Close Grown Crop,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,1095533
Eastern Cool Temperate Row Crop,Da Row Crop,Agriculture,Agricultural,Agricultural-Row Crop,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,508033124
Eastern Cool Temperate Close Grown Crop,Da Close Grown Crop,Agriculture,Agricultural,Agricultural-Close Grown Crop,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,47157770
Eastern Cool Temperate Fallow/Idle Cropland,Dab Fallow/Idle Cropland,Herb,Agricultural,Agricultural-Fallow/Idle Cropland,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,8802155
Eastern Cool Temperate Pasture and Hayland,Dab Pasture and Hayland,Herb,Agricultural,Agricultural-Pasture and Hayland,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,254756481
Eastern Cool Temperate Wheat,Da Wheat,Agriculture,Agricultural,Agricultural-Wheat,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,29186458
Eastern Cool Temperate Aquaculture,Da Aquaculture,Agriculture,Agricultural,Agricultual-Aquaculture,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,7383
Western Warm Temperate Orchard,Dab Orchard,Tree,Agricultural,Agricultural-Orchard,LF 80: Agriculture,Tree-dominated,Open tree canopy,Deciduous open tree canopy,12353038
Western Warm Temperate Vineyard,Da Vineyard,Agriculture,Agricultural,Agricultural-Vineyard,LF 80: Agriculture,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,3596183
Western Warm Temperate Bush fruit and berries,Dab Bush Fruit and Berries,Shrub,Agricultural,Agricultural-Bush fruit and berries,LF 80: Agriculture,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,99389
Western Warm Temperate Row Crop - Close Grown Crop,Da Row Crop - Close Grown Crop,Agriculture,Agricultural,Agricultural-Row Crop-Close Grown Crop,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,162701
Western Warm Temperate Row Crop,Da Row Crop,Agriculture,Agricultural,Agricultural-Row Crop,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,34642932
Western Warm Temperate Close Grown Crop,Da Close Grown Crop,Agriculture,Agricultural,Agricultural-Close Grown Crop,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,8268913
Western Warm Temperate Fallow/Idle Cropland,Dab Fallow/Idle Cropland,Herb,Agricultural,Agricultural-Fallow/Idle Cropland,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,16513454
Western Warm Temperate Pasture and Hayland,Dab Pasture and Hayland,Herb,Agricultural,Agricultural-Pasture and Hayland,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,42934916
Western Warm Temperate Wheat,Da Wheat,Agriculture,Agricultural,Agricultural-Wheat,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,9184219
Western Warm Temperate Aquaculture,Da Aquaculture,Agriculture,Agricultural,Agricultual-Aquaculture,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,35997
Eastern Warm Temperate Orchard,Dab Orchard,Tree,Agricultural,Agricultural-Orchard,LF 80: Agriculture,Tree-dominated,Open tree canopy,Deciduous open tree canopy,5387741
Eastern Warm Temperate Vineyard,Da Vineyard,Agriculture,Agricultural,Agricultural-Vineyard,LF 80: Agriculture,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,5532
Eastern Warm Temperate Bush fruit and berries,Dab Bush Fruit and Berries,Shrub,Agricultural,Agricultural-Bush fruit and berries,LF 80: Agriculture,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,148934
Eastern Warm Temperate Row Crop - Close Grown Crop,Da Row Crop - Close Grown Crop,Agriculture,Agricultural,Agricultural-Row Crop-Close Grown Crop,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,146941
Eastern Warm Temperate Row Crop,Da Row Crop,Agriculture,Agricultural,Agricultural-Row Crop,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,90783911
Eastern Warm Temperate Close Grown Crop,Da Close Grown Crop,Agriculture,Agricultural,Agricultural-Close Grown Crop,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,2201782
Eastern Warm Temperate Fallow/Idle Cropland,Dab Fallow/Idle Cropland,Herb,Agricultural,Agricultural-Fallow/Idle Cropland,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,14255762
Eastern Warm Temperate Pasture and Hayland,Dab Pasture and Hayland,Herb,Agricultural,Agricultural-Pasture and Hayland,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,60452614
Eastern Warm Temperate Wheat,Da Wheat,Agriculture,Agricultural,Agricultural-Wheat,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,328669
Eastern Warm Temperate Aquaculture,Da Aquaculture,Agriculture,Agricultural,Agricultual-Aquaculture,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,933191
Colorado Plateau Mixed Bedrock Canyon and Tableland,Sps Inter-Mountain Basins Sparsely Vegetated Systems,Sparse,Sparsely Vegetated,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,30453323
Columbia Basin Foothill Riparian Woodland,Tr Inter-Mountain Basins Montane Riparian Systems,Tree,Riparian,Western Riparian Woodland and Shrubland,SAF 235: Cottonwood-Willow,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,586944
Great Basin Foothill and Lower Montane Riparian Woodland,Tr Inter-Mountain Basins Montane Riparian Systems,Tree,Riparian,Western Riparian Woodland and Shrubland,SAF 235: Cottonwood-Willow,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,294970
Inter-Mountain Basins Active and Stabilized Dune,Sps Inter-Mountain Basins Sparsely Vegetated Systems,Sparse,Sparsely Vegetated,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,2154527
Inter-Mountain Basins Alkaline Closed Depression,He Inter-Mountain Basins Alkaline Closed Depression,Herb,Riparian,Depressional Wetland,LF 56: Western Herbaceous Wetland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,1424759
Inter-Mountain Basins Cliff and Canyon,Sps Inter-Mountain Basins Sparsely Vegetated Systems,Sparse,Sparsely Vegetated,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,6083205
Inter-Mountain Basins Playa,Sps Inter-Mountain Basins Sparsely Vegetated Systems,Sparse,Sparsely Vegetated,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,27319657
Inter-Mountain Basins Shale Badland,Sps Inter-Mountain Basins Sparsely Vegetated Systems,Sparse,Sparsely Vegetated,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,10403464
Inter-Mountain Basins Wash,Sps Inter-Mountain Basins Sparsely Vegetated Systems,Sparse,Sparsely Vegetated,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,3857479
North American Arid West Emergent Marsh,He North American Arid West Emergent Marsh,Herb,Riparian,Freshwater Marsh,LF 56: Western Herbaceous Wetland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,6135676
Northern Rocky Mountain Lower Montane Riparian Woodland,Tr Rocky Mountain Montane Riparian Systems,Tree,Riparian,Western Riparian Woodland and Shrubland,SAF 235: Cottonwood-Willow,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,3573509
Northwestern Great Plains Floodplain Forest and Woodland,Tr Western Great Plains Floodplain Systems,Tree,Riparian,Western Riparian Woodland and Shrubland,LF 42: Great Plains Riparian,Tree-dominated,Open tree canopy,Deciduous open tree canopy,533501
Northwestern Great Plains Riparian Forest,Tr Western Great Plains Floodplain Systems,Tree,Riparian,Western Riparian Woodland and Shrubland,LF 42: Great Plains Riparian,Tree-dominated,Open tree canopy,Deciduous open tree canopy,1709431
Rocky Mountain Alpine Bedrock and Scree,Sps Rocky Mountain Alpine/Montane Sparsely Vegetated Systems,Sparse,Sparsely Vegetated,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,10695461
Rocky Mountain Alpine-Montane Wet Meadow,He Rocky Mountain Alpine-Montane Wet Meadow,Herb,Riparian,Western Herbaceous Wetland,SRM 422: Riparian,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,5395853
Rocky Mountain Cliff Canyon and Massive Bedrock,Sps Rocky Mountain Alpine/Montane Sparsely Vegetated Systems,Sparse,Sparsely Vegetated,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,13214044
Rocky Mountain Lower Montane-Foothill Riparian Woodland,Tr Rocky Mountain Montane Riparian Systems,Tree,Riparian,Western Riparian Woodland and Shrubland,SAF 235: Cottonwood-Willow,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,3228230
Rocky Mountain Subalpine-Montane Riparian Shrubland,Tr Rocky Mountain Subalpine/Upper Montane Riparian Systems,Shrub,Riparian,Western Riparian Woodland and Shrubland,SRM 422: Riparian,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,1391311
Rocky Mountain Subalpine-Montane Riparian Woodland,Tr Rocky Mountain Subalpine/Upper Montane Riparian Systems,Tree,Riparian,Western Riparian Woodland and Shrubland,SRM 422: Riparian,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,2798524
Western Great Plains Badlands,Sps Western Great Plains Sparsely Vegetated Systems,Sparse,Sparsely Vegetated,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,5703515
Western Great Plains Cliff and Outcrop,Sps Western Great Plains Sparsely Vegetated Systems,Sparse,Sparsely Vegetated,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,2497632
Western Great Plains Closed Depression Wetland,He Western Great Plains Depressional Wetland Systems,Herb,Riparian,Depressional Wetland,SRM 601: Bluestem Prairie,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,2031647
